Classification,classID
"PART, DRINKING FOUNTAIN",488
"PART, EYE WASH",488
"PART, FLOOR DRAIN",488
"PART, FLOW METER",488
"PART, FLUSHOMETER",488
"PART, LUBRICATOR",488
"PART, MACHINE",488
"PART, OIL BURNER",488
"PART, POWER TRANSMISSION",488
"PART, REPLACEMENT, SAFETY EQUIPMENT",488
"PART, TOILET REPAIR",488
"PART, WASH FOUNTAIN",488
"PART, WATER HEATER",488
PARTITIONS,488
"PARTS, TOILET",488
"PATCH & PLUG, TIRE REPAIR",488
"PATCH, BODY REPAIR",488
PAWL,488
PEDAL,488
PEGBOARD,488
"PEN, CHART RECORDER",488
"PEN, ENGRAVING",488
"PEN, RECORDER",488
"PENCIL, WRITING",488
PENLIGHT,488
PENNANT,488
"PETRI DISH, LAB",488
"PHONE, MOBILE",488
"PHOTOCONTROL, LIGHTING",488
PICK,488
"PICKUP, MAGNETIC",488
"PIECE, EXTENSION",488
"PIN, HITCH",488
"PIN, PLUNGER",488
"PIN, PUSH",488
"PIN, SAFETY",488
"PIN, SLIP",488
"PIN, SPLIT COTTER",488
PINION,488
"PIPE, ABS",488
"PIPE, CONDUIT",488
"PIPE, PVC",488
"PIPE, PVC, CPVC",488
"PIPE, WYE",488
PIPETTE,488
PIPETTER,488
PISTON,488
"PISTON, PUMP",488
PIVOT,488
PLANER,488
"PLANER, ELECTRIC",488
"PLATE, BEARING",488
"PLATE, CLUTCH",488
"PLATE, COVER",488
"PLATE, DISPOSABLE",488
"PLATE, DOCK",488
"PLATE, DOOR COVER",488
"PLATE, DOOR PULL/PUSH",488
"PLATE, DOOR STRIKE",488
"PLATE, DOOR, KICK",488
"PLATE, ENGRAVING",488
"PLATE, FILLER",488
"PLATE, HEAT EXCHANGER",488
"PLATE, LABORATORY",488
"PLATE, LEGEND",488
"PLATE, MACHINE",488
"PLATE, MUFFLER",488
"PLATE, ORIFICE",488
"PLATE, PARTITION",488
"PLATE, PRESSURE",488
"PLATE, VALVE",488
"PLATFORM, COVERED SPILL CONTAINMENT",488
"PLATFORM, WORK",488
"PLIERS, LINESMAN",488
"PLIERS, LOCKING",488
"PLIERS, LONG/NEEDLE NOSE",488
"PLIERS, PUNCH",488
"PLIERS, RETAINING",488
"PLIERS, SLIP JOINT",488
"PLIERS, SOLID JOINT",488
"PLIERS, SPECIALTY",488
"PLIERS, TONGUE AND GROOVE",488
"PLIERS, WIRE TWIST",488
"PLUG & CONE, GRINDING",488
"PLUG, ABS",488
"PLUG, BRASS",488
"PLUG, BRONZE",488
"PLUG, BUS",488
"PLUG, CLOSURE",488
"PLUG, DISPOSABLE EAR",488
"PLUG, DRAIN",488
"PLUG, ELECTRICAL, EXPLOSION PROOF",488
"PLUG, EXPANSION",488
"PLUG, FUSEABLE",488
"PLUG, HOLE",488
"PLUG, MALLEABLE IRON",488
"PLUG, PIPE",488
"PLUG, PIPE/TEST",488
"PLUG, REUSEABLE EAR",488
"PLUG, RUBBER",488
"PLUG, SERIAL",488
"PLUG, SPARK",488
"PLUG, STAINLESS STEEL",488
"PLUG, STRAIGHT BLADE",488
"PLUG, TWIST LOCK",488
PLUMB BOB,488
"PLUNGER, FORCED CUP",488
"PLYWOOD, CONSTRUCTION",488
"POINT, MOUNTED",488
POINTER,488
"POINTER, LASER",488
"POINTER, MASONRY",488
"POLE, CLOSET",488
"POLE, LAMP CHANGER",488
"POLE, LIGHT",488
"POLE, PAINT ROLLER",488
"POLISH, METAL & STONE",488
"POLISHER AND BUFFER, AIR",488
"POLISHER, BORE",488
"POLISHER, FLOOR",488
PONCHO,488
POPPET,488
PORT,488
"PORT, COMMUNICATION",488
POSITIONER,488
"POSITIONER, PALLET",488
"POSITIONER, VALVE",488
POST,488
"POST, GUARD RAIL",488
"POST, SIGN",488
"POST, WIRE SHELF",488
POTENTIOMETER,488
"POUCH, LAMINATING",488
"POUCH, STERILIZATION",488
"POUCH, TOOL",488
PREAMPLIFIER,488
"PREFORMED, PACKING",488
"PRESERVATIVES, EYE WASH",488
PRESS,488
"PRESS, ARBOR",488
"PRESS, DRILL",488
"PRESS, HYDRAULIC",488
"PRIMER, ADHESIVE",488
"PRIMER, AUTO BODY",488
"PRIMER, PAINT",488
"PRIMER, SPRAY",488
"PRINTER, COMPUTER",488
"PRINTER, LABEL",488
PRINTHEAD,488
PROBE,488
"PROBE, CURRENT",488
"PROBE, ELECTRODES",488
"PROBE, FOOD GRADE",488
"PROBE, SCRIBER",488
"PROBE, TEMPERATURE",488
"PROBE, TEMPERATURE, FOOD GRADE",488
"PROBE, TEST",488
"PROBE, TEST CLIPS",488
"PROCESSOR, CONTROL",488
"PROCESSOR, FOOD",488
"PRODUCT, CLEANROOM",488
"PRODUCT, COMMUTATOR MAINTENANCE",488
"PRODUCT, FEMININE HYGIENE",488
PROGRAMMER,488
PROJECTOR,488
PROTECTOR,488
"PROTECTOR, COLUMN",488
"PROTECTOR, CORNER/WALL",488
"PROTECTOR, SHEET",488
"PROTECTOR, TAG",488
"PROTECTOR, WIRE/CABLE",488
"PROTECTORS, MATTRESS",488
PROTRACTOR,488
PRUNER,488
"PRUNER, SAW",488
PRY BAR,488
"PULLER, FUSE",488
"PULLEY, FOOD GRADE",488
"PULLEY, TENSIONER",488
"PUMP, AIR COMPRESSOR",488
"PUMP, AIR OPERATED",488
"PUMP, AIR OPERATED, SANITARY",488
"PUMP, BILGE, MARINE",488
"PUMP, CENTRIFUGAL, SANITARY",488
"PUMP, CHEMICAL FEED",488
"PUMP, CHEMICAL RESISTANT",488
"PUMP, CIRCULATION",488
"PUMP, CIRCULATOR, HYDRAULIC",488
"PUMP, CONDENSATE",488
"PUMP, DIAPHRAGM",488
"PUMP, DIAPHRAGM VACUUM",488
"PUMP, DIAPHRAGM, SANITARY",488
"PUMP, DISCHARGE",488
"PUMP, DISPLACEMENT",488
"PUMP, DISPLACEMENT, SANITARY",488
"PUMP, DOSING",488
"PUMP, DRUM",488
"PUMP, DRUM, SANITARY",488
"PUMP, EFFLUENT",488
"PUMP, ELECTRIC SPRAYER",488
"PUMP, FLEXIBLE IMPELLER",488
"PUMP, FLEXIBLE IMPELLER PEDESTAL",488
"PUMP, FUEL",488
"PUMP, FUEL TRANSFER",488
"PUMP, GREASE",488
"PUMP, HOT WATER CIRCULATING",488
"PUMP, HYDRAULIC GEAR",488
"PUMP, HYDROSTATIC TEST",488
"PUMP, INDUSTRIAL DIAPHRAGM",488
"PUMP, LUBRICATION",488
"PUMP, MAGNETIC TRANSFER DRIVE",488
"PUMP, METERING",488
"PUMP, METERING, SANITARY",488
"PUMP, OIL",488
"PUMP, PARTS WASHER",488
"PUMP, PEDESTAL",488
"PUMP, PERISTALTIC",488
"PUMP, PLUNGER",488
"PUMP, POND/FOUNTAIN",488
"PUMP, POOL COVER",488
"PUMP, PORTABLE, UTILITY",488
"PUMP, POWERED",488
"PUMP, REFRIGERANT EVACUATION",488
"PUMP, ROTARY GEAR",488
"PUMP, ROTARY GEAR, SANITARY",488
"PUMP, SAMPLE DRAW",488
"PUMP, SELF PRIMING",488
"PUMP, SPA",488
"PUMP, SPECIFIC PURPOSE",488
"PUMP, SPECIFIC PURPOSE, SANITARY",488
"PUMP, STRAIGHT",488
"PUMP, SUBMERSIBLE SEWAGE",488
"PUMP, SUBMERSIBLE SUMP",488
"PUMP, SUMP",488
"PUMP, UPRIGHT SUMP",488
"PUMP, UTILITY/DEWATERING",488
"PUMP, VACUUM",488
"PUMP, VERTICAL IMMERSION",488
PUNCH DRIVER SET,488
"PUNCH, CENTER",488
"PUNCH, HAND HELD",488
"PUNCH, KEYWAY",488
"PUNCH, KNOCKOUT",488
"PUNCH, MACHINE",488
"PUNCH, PAPER HOLE",488
"PUNCH, PROGRESSIVE DIE",488
"PURIFIER, GAS",488
PUSHER,488
PUTTY,488
"RACE, BEARING",488
RACEWAY,488
RACK,488
"RACK, BIKE",488
"RACK, CANTILEVER STORAGE",488
"RACK, COAT",488
"RACK, COOLER",488
"RACK, GEAR",488
"RACK, HARD HAT",488
"RACK, PALLET",488
"RACK, TIRE",488
"RACK, TUBE",488
"RADIO, TWO WAY",488
RAG,488
RAIL,488
"RAIL, GUARD",488
"RAIL, HAND",488
"RAIL, SHAFTING AND SUPPORT, LINEAR GUIDE",488
"RAINSHIELD, MOTOR",488
RAINSUIT,488
RAKE,488
"RAKE, ASPHALT",488
"RAKE, LANDSCAPE",488
"RAM, MECHANICAL",488
"RAMP, PALLET",488
RATCHET WHEEL,488
"RATCHET, AIR",488
"RATCHET, CORDLESS",488
"RATCHET, HAND",488
RAZOR,488
"REACTOR, LINE",488
"READER, BARCODE",488
"READER, CARD",488
"REAGENT, ANALYTICAL, FOOD GRADE",488
"REAMER, HAND",488
RECEIVER,488
"RECEIVER, RADIO",488
"RECEIVER, SENSOR",488
"RECEPTACLE, CIGARETTE",488
"RECEPTACLE, GFCI",488
"RECEPTACLE, HAZARDOUS LOCATION",488
"RECEPTACLE, LOCKING",488
"RECEPTACLE, SANITARY NAPKIN",488
"RECEPTACLE, TWIST LOCK",488
"RECORDER, DATA",488
RECTIFIER,488
"RECTIFIER, HOIST/TROLLEY",488
"REDUCER, ABS PIPE",488
"REDUCER, COPPER",488
"REDUCER, FUSE",488
"REDUCER, LABORATORY FITTING",488
"REDUCER, MALLEABLE IRON",488
"REDUCER, PIPE",488
"REDUCER, SPEED, FOOD GRADE",488
"REDUCER, STAINLESS STEEL",488
"REDUCER, STAINLESS STEEL, SANITARY",488
"REEL, CABLE",488
"REEL, EXTENSION CORD",488
"REEL, HOSE",488
"REEL, HOSE, MOTOR DRIVEN",488
"REEL, PARTS",488
"REFILL, DUSTER",488
"REFILL, LEAD/INK",488
"REFILL, LENS SOLUTION",488
"REFILL, LENS TISSUE",488
"REFILL, ODOR CONTROL",488
"REFILL, REAGENTS",488
"REFILL, SQUEEGEE BLADE",488
"REFLECTOR, HID FIXTURE",488
"REFLECTOR, PHOTOELECTRIC",488
"REFORMER, PAINT",488
REFRACTOMETER,488
REFRIGERANT,488
REFRIGERATOR,488
REFRIGERATOR/FREEZER,488
"REGULATOR, FLOW",488
"REGULATOR, GAS CYLINDER",488
"REGULATOR, PNEUMATIC",488
"REGULATOR, TEMPERATURE",488
"REGULATOR, VOLTAGE",488
"REINFORCER, DOOR",488
"RELAY, AQUASTAT",488
"RELAY, COOLING EQUIPMENT",488
"RELAY, CURRENT SENSOR",488
"RELAY, HVAC",488
"RELAY, OVERLOAD",488
"RELAY, PNEUMATIC",488
"RELAY, PREWIRED",488
"RELAY, SAFETY MONITORING",488
"RELAY, SOLID STATE",488
"RELAY, TIMING",488
"RELAY, VOLTAGE SENSOR",488
"REMOVER, A/C SCALE",488
"REMOVER, ADHESIVE",488
"REMOVER, ADHESIVE, FOOD GRADE",488
"REMOVER, LIME",488
"REMOVER, MILDEW",488
"REMOVER, PAINT",488
"REMOVER, STAPLE",488
"REPAIR KIT, ACCUMULATOR",488
"REPAIR KIT, ACTUATOR",488
"REPAIR, AUTOMOTIVE",488
"REPAIR, TEMPORARY LEAK",488
"REPEATER, RADIO",488
"REPELLANT, INSECT",488
"REPELLER, PEST",488
RESERVOIR,488
"RESIN, CATION",488
RESISTOR,488
RESPIRATOR,488
"RESPIRATOR, DISPOSABLE",488
"RESPIRATOR, FULL FACE",488
"RESPIRATOR, HALF MASK",488
"RESPIRATOR, SUPPLIED AIR",488
"RESTRICTOR, FLOW",488
"RESTS, ARM/BACK/FOOT",488
RETAINER,488
"RETAINER, BEARING",488
"RETAINER, CHISEL",488
"RETAINER, EYEWEAR",488
"RETAINER, FILTER",488
"RETAINER, PUSH NUT",488
RETRIEVER,488
"RIBBON, PRINTER",488
"RIBBON, TIME CLOCK",488
"RING AND SEAL, LINEAR GUIDE",488
"RING, BACKUP",488
"RING, FOOD GRADE",488
"RING, HOIST",488
"RING, KEY",488
"RING, LOCK",488
"RING, PISTON",488
"RING, PISTON, HYDRAULIC",488
"RING, PUMP ACCESSORY",488
"RING, RETAINING, SANITARY",488
"RING, SLIP",488
"RIVET, PUSH IN",488
RIVETER,488
ROD,488
"ROD STOCK, ALLOY STEEL",488
"ROD STOCK, ALUMINUM",488
"ROD STOCK, BRASS",488
"ROD STOCK, CARBON STEEL",488
"ROD STOCK, COPPER",488
"ROD STOCK, STAINLESS STEEL",488
"ROD, ARC WELDING",488
"ROD, CONNECTING",488
"ROD, DRILL",488
"ROD, FLAME",488
"ROD, METAL",488
"ROD, PLASTIC",488
"ROD, TIG WELDING",488
RODENTICIDE,488
"ROLL STOCK, CORK",488
"ROLL, ALUMINIUM FOIL",488
"ROLL, PACKING FOAM",488
"ROLL, PACKING FORM",488
"ROLL, SANDING DISC",488
"ROLL, SLIP, STAND",488
"ROLLER AND SKATE, MACHINE",488
"ROLLER, CHAIN",488
"ROLLER, CONVEYOR, FOOD GRADE",488
"ROPE, FIBROUS",488
"ROPE, HOIST/RIGGING",488
ROTOR,488
"ROTOR, MOTOR",488
"ROTOR, PUMP",488
"ROUTER, ELECTRIC",488
RTD,488
"RTD, FOOD GRADE",488
RULER,488
"SADDLE, PIPE",488
SAFE,488
"SAFETY, VALVE",488
"SALT BRIDGE, PH SENSOR",488
"SALT, WATER SOFTENER",488
SAMPLER,488
SAND,488
SANDER,488
"SANDER, AIR",488
"SANDER, BELT",488
"SANDER, CORDLESS",488
"SANDER, DISC, AIR",488
"SANDER, ELECTRIC",488
SANITIZER,488
"SANITIZER, DISINFECTANTS",488
"SANITIZER, DISINFECTANTS, FOOD GRADE",488
"SANITIZER, FOOD GRADE",488
"SANITIZER, HAND",488
"SANITIZER, HAND, FOOD GRADE",488
"SAW, AIR",488
"SAW, BAND",488
"SAW, CIRCULAR",488
"SAW, CIRCULAR, CORDLESS",488
"SAW, CONCRETE CHAIN",488
"SAW, HAND",488
"SAW, JIG",488
"SAW, JIG, CORDLESS",488
"SAW, MASONRY",488
"SAW, PANEL",488
"SAW, POWER MITER",488
"SAW, RECIPROCATING",488
"SAW, RECIPROCATING, CORDLESS",488
"SAW, SPIRAL",488
"SAW, TABLE",488
SCAFFOLDING,488
"SCALE, FLOOR",488
"SCALE, FOOD",488
"SCALE, HANGING",488
"SCALE, REFRIGERANT",488
"SCALER, NEEDLE",488
"SCANNER, BARCODE",488
"SCANNER, DETECTOR",488
"SCANNER, FLAME",488
"SCOOP, HAND",488
"SCOOP, HAND, FOOD GRADE",488
"SCOOP, ICE",488
"SCOOP, LABORATORY",488
"SCOOP, METAL",488
"SCRAPER, HAND",488
"SCRAPER, HAND TOOL",488
"SCRAPER, HAND, SANITARY",488
"SCRAPER, MACHINE",488
"SCRAPER, SPATULAS",488
SCREEN,488
"SCREEN, BIRD",488
"SCREEN, FILTER",488
"SCREEN, PRIVACY",488
"SCREEN, PROJECTION",488
"SCREEN, SEPARATOR",488
"SCREEN, STERILIZER",488
"SCREEN, STRAINER",488
"SCREEN, WELDING",488
"SCREEN, WIRE CLOTH",488
"SCREEN, WIRE CLOTH, FOOD GRADE",488
"SCREW, ACME",488
"SCREW, ANCHOR",488
"SCREW, CAP, HEX METRIC",488
"SCREW, DECK",488
"SCREW, DRYWALL",488
"SCREW, FEED",488
"SCREW, LAG, HEX HEAD",488
"SCREW, SELF DRILLING",488
"SCREW, THREAD FORMING",488
"SCREWDRIVER KIT, CORDLESS",488
"SCREWDRIVER, CORDLESS",488
"SCREWDRIVER, ELECTRIC",488
"SCREWDRIVER, MULTI-BIT",488
"SCREWDRIVER, OFFSET",488
"SCREWDRIVER, PRECISION",488
"SCREWDRIVER, SET",488
"SCREWDRIVER, TORQUE",488
"SCRUBBER, FLOOR",488
"SCRUBBER, HALOGEN, LABORATORY",488
"SEAL, ADAPTER",488
"SEAL, COMPRESSION",488
"SEAL, COVER",488
"SEAL, COVER, FOOD GRADE",488
"SEAL, DOCKING",488
"SEAL, DRAIN COVER",488
"SEAL, ENCLOSURE",488
"SEAL, END CAP",488
"SEAL, FOOD GRADE",488
"SEAL, HYDRAULIC",488
"SEAL, OIL, AUTOMOTIVE",488
"SEAL, PIPE & CABLE",488
"SEAL, RETAINER",488
"SEAL, SECURITY",488
"SEAL, SHAFT, FOOD GRADE",488
"SEAL, VALVE",488
"SEAL, WINDOW/DOOR",488
"SEAL, WINDOW/DOOR, FOOD GRADE",488
SEALANT,488
"SEALANT, FOOD GRADE",488
"SEALANT, PATCHING/REPAIR, ASPHALT",488
"SEALANT, PIPE",488
"SEALANT, TIRE",488
"SEALER, FLOOR",488
"SEALER, POLYBAG",488
"SEALERS, AUTOMOTIVE",488
"SEALS, PUMP",488
"SEAMER, HAND",488
SEAT,488
"SEAT, CREEPER",488
"SEAT, TOILET",488
"SEAT, VALVE",488
SEGMENT,488
SENSOR KIT,488
"SENSOR, CONDUCTIVITY",488
"SENSOR, CONDUCTIVITY, FOOD GRADE",488
"SENSOR, CURRENT",488
"SENSOR, FIBER OPTIC",488
"SENSOR, FLAME",488
"SENSOR, FLOW",488
"SENSOR, GAS",488
"SENSOR, HUMIDITY",488
"SENSOR, HVAC",488
"SENSOR, MEDIA",488
"SENSOR, MOTION",488
"SENSOR, NONCONTACT LEVEL",488
"SENSOR, NONCONTACT LEVEL, FOOD GRADE",488
"SENSOR, PH",488
"SENSOR, PRESSURE",488
"SENSOR, PRESSURE, FOOD GRADE",488
"SENSOR, REPLACEMENT",488
"SENSOR, RUPTURE DISC",488
"SENSOR, SPEED",488
"SENSOR, TEMPERATURE, FOOD GRADE",488
"SENSOR, ULTRASONIC",488
"SENSOR, VIBRATION",488
SEPARATOR,488
"SEPARATOR, AIR",488
"SEPARATOR, WATER/FUEL",488
"SERVICE POLE, ALUMINUM",488
"SET, ADJUSTABLE WRENCH",488
"SET, BOX END WRENCH",488
"SET, COMBINATION WRENCH",488
"SET, COMBINED DRILL/TAP",488
"SET, COUNTERSINK",488
"SET, CROWFOOT SOCKET WRENCH",488
"SET, FEELER GAUGE",488
"SET, GASKET",488
"SET, GEARBELT",488
"SET, HAND STAMP",488
"SET, HYDRAULIC CYLINDER",488
"SET, IMPACT SOCKET",488
"SET, INSULATED TOOL",488
"SET, JOBBERS DRILL BIT",488
"SET, KNOCKOUT PUNCH",488
"SET, MANIFOLD GAUGE",488
"SET, MASTER",488
"SET, OPEN END WRENCH",488
"SET, PLIERS",488
"SET, POLISHING",488
"SET, PULLER/SEPARATOR",488
"SET, PUNCH/CHISEL",488
"SET, PUNCH/DIE",488
"SET, RATCHETING WRENCH",488
"SET, SCREW EXTRACTOR",488
"SET, SPONGE",488
"SET, TAP",488
"SET, TAP AND DIE",488
"SET, TELESCOPING GAUGE",488
"SET, TWEEZER",488
"SET, V-BELT",488
"SET, VALVE",488
SHACKLE,488
"SHAFT, BLOWER",488
"SHAFT, COUPLING HALF",488
"SHAFT, FAN",488
"SHAFT, FOOD GRADE",488
"SHAFT, KEYED",488
"SHAFT, KEYSTOCK",488
"SHAFT, PUMP, FOOD GRADE",488
"SHAFT, SWITCH",488
"SHAFT, TIGHTENER",488
SHAKER,488
SHAMPOO,488
"SHANK, DRILL",488
"SHARPENER, BIT SET",488
"SHARPENER, KNIFE",488
"SHARPENER, PENCIL",488
"SHEARS AND SCISSORS, MEDICAL",488
"SHEARS, CORDLESS",488
"SHEARS, ELECTRIC",488
SHEARS/SNIPS/SCISSORS,488
"SHEAVE, IDLER",488
SHEAVES AND BLOCKS,488
SHED,488
SHEET,488
"SHEET AND STRIP, RUBBER, FOOD GRADE",488
"SHEET, EXPANDED, CARBON STEEL",488
"SHEET, PIPE INSULATION",488
"SHEET, SANDPAPER",488
"SHEET, STAINLESS STEEL",488
"SHELF AND STAND, DESKTOP",488
SHELL,488
"SHELVES, WALL",488
"SHELVING ACCESSORY, BOLTLESS",488
"SHELVING, WALL MOUNT WIRE",488
"SHELVING, WIRE",488
"SHIELD, EXPANSION",488
"SHIELD, SAFETY",488
"SHIELD, SPRAY",488
SHIM SET,488
SHOE,488
"SHOE, BRAKE",488
SHOVEL,488
"SHOVEL, PLASTIC",488
"SHOVEL, PLASTIC, FOOD GRADE",488
"SHOVEL, SNOW",488
"SHOVEL, SPADE",488
"SHOWER, DRENCH",488
SHREDDER,488
"SHROUD, FAN",488
"SHROUD, MACHINE",488
SHUTTERS,488
SHUTTLE,488
"SIEVE, WIRE CLOTH, LABORATORY",488
"SIGN, EXIT, SELF LUMINOUS",488
"SIGN, RESTROOM",488
"SIGN, RIGHT TO KNOW",488
"SIGN, ROAD CONSTRUTION",488
"SIGN, TRAFFIC LED",488
"SIGNALING DEVICE, AUDIBLE",488
"SILENCERS, INTAKE FILTER",488
SILLCOCK,488
SINK,488
"SINK, DROP IN",488
"SINK, LABORATORY",488
"SINK, SCULLERY",488
"SIPHON, PRESSURE GAUGE",488
"SKIMMER, POND",488
SLEDGE,488
SLEEVE,488
"SLEEVE AND COVER, BOLLARD/POST",488
"SLEEVE, COUPLING",488
"SLEEVE, CUT RESISTANT",488
"SLEEVE, DISPOSABLE, CHEMICAL RESISTANT",488
"SLEEVE, PROTECTIVE",488
"SLEEVE, WEAR, FOOD GRADE",488
"SLEEVE, WIRE ROPE",488
"SLEEVING, WIRE MANAGEMENT",488
SLIDE,488
"SLIDE, DRAWER",488
"SLIDE, MICROSCOPE",488
"SLIDE, PNEUMATIC",488
"SLING, CHAIN",488
"SLING, ROUND",488
"SLING, WIRE ROPE",488
SLINGER,488
"SNAP, EYE",488
"SNIPS, METAL CUTTING",488
"SNUBBER, PRESSURE GAUGE",488
"SOAP, ANTIMICROBIAL",488
"SOAP, BAR",488
"SOAP, FOAM",488
"SOAP, LIQUID",488
"SOAP, POWDERED & PUMICE",488
SOAPSTONE,488
"SOCKET, CASTER",488
"SOCKET, ELECTRICAL",488
"SOCKET, LAMP",488
"SOCKET, RELAY",488
"SOCKET, TOGGLE LINK",488
SOCKS,488
"SOFTENER, FABRIC",488
SOFTWARE,488
SOLDER,488
SOLENOID,488
"SOLENOID, MECHANICAL",488
"SOLUTION, CALIBRATION",488
"SOLUTION, SALINE",488
"SOLVENT, DEGREASER",488
"SOLVENT, PARTS WASHER",488
SONOTRODE,488
"SPACER, FOOD GRADE",488
"SPATULA, LABORATORY",488
SPECTROPHOTOMETER,488
SPICE,488
SPIDER,488
"SPIDER, JAW COUPLING",488
"SPIDER, PLUMBING",488
"SPIGOT, COOLER",488
"SPILL KIT, BIOHAZARD",488
SPINDLE,488
"SPINDLE ASSEMBLY, TOGGLE CLAMP",488
"SPINDLE, TOILET ROLL",488
"SPINE, BINDING",488
"SPLICE, GUIDE RAIL",488
SPLINT,488
"SPLITTER, BOLT/NUT",488
"SPLITTER, CABLE",488
"SPLITTER, SIGNAL",488
"SPLITTER/CONNECTOR, AUDIO-VIDEO",488
SPONGE,488
"SPONGE, SANDING",488
SPOOL,488
"SPOON, MEASURING",488
"SPOON, SAMPLING",488
SPOUT,488
"SPRAY GUN, AIRLESS",488
"SPRAY GUN, WATER",488
"SPRAY, ANTISTATIC",488
"SPRAY, PEPPER",488
"SPRAY, TRIGGER",488
SPRAYER,488
"SPRAYER, COMPRESSED AIR",488
"SPRAYER, PAINT, ELECTRIC AIRLESS",488
"SPRAYER, PAINT, HANDHELD",488
"SPREADER, BROADCAST",488
"SPREADER, CLAMPING",488
"SPREADER, MACHINE",488
"SPRING, GAS, FOOD GRADE",488
"SPRING, LEAF",488
"SPRING, TORSION",488
"SPROCKET, FOOD GRADE",488
SPUD,488
"SQUARE, CARPENTER",488
"SQUARE, COMBINATION",488
SQUEEGEE,488
"SQUEEGEE, FOOD GRADE",488
STABILIZER,488
"STABILIZER, FUEL",488
"STABILIZER, TRAILER",488
"STAGE, SCAFFOLDING",488
"STAMP, DATE",488
"STAMP, LETTERING",488
"STAMP, MESSAGE",488
"STAMP, NUMBERING",488
"STAND AND VISE, PIPE",488
"STAND, CYLINDER",488
"STAND, ENGINE",488
"STAND, FUME HOOD",488
"STAND, INDICATOR",488
"STAND, TOOL",488
"STAND, VEHICLE",488
"STANDOFF, HEX",488
"STANDOFF, ROUND",488
"STANDS & CARTS, COMPUTER",488
"STAPLE, BRADS",488
"STAPLE, CABLE",488
"STAPLE, CARTON",488
"STAPLE, OFFICE",488
STAPLER,488
"STAPLER, CORDLESS",488
"STAPLER, ELECTRIC/BATTERY",488
"STAPLER, MANUAL CARTON",488
"STAPLER, OFFICE",488
"START, SOFT",488
"STARTER, COMBINATION",488
"STARTER, FLUORESCENT LAMP",488
"STARTER, MOTOR SWITCH",488
"STARTER, MOTOR, HAZARDOUS LOCATION",488
"STARTER, POWER BASE",488
"STARTER, SCREW",488
"STATION, CONTROL",488
"STATION, EMERGENCY EYEWASH",488
"STATION, EYE WASH",488
"STATION, FIRE ALARM",488
"STATION, HAND WASH",488
"STATION, LENS CLEANING",488
"STATION, LOCKOUT",488
"STATION, PENDANT CONTROL",488
"STATION, PERSONAL EYEWASH",488
"STATION, RIGHT TO KNOW",488
"STATION, SPILL KIT",488
"STATION, WEATHER",488
"STATION, WORK/SAWHORSE",488
"STATOR, ELECTRIC MOTOR",488
"STATOR, PUMP",488
STEELWOOL,488
"STEM & CORE, TIRE VALVE",488
"STEM, VALVE",488
STEPLADDER,488
"STEPLADDER, PLATFORM",488
STETHOSCOPE,488
"STICK, ABRASIVE",488
"STICK, DRESSING",488
"STICK, FISHING",488
"STIRRER, LAB",488
"STIRRER, STRAW",488
"STOCK, FEELER GAUGE",488
"STOCK, SLOTTED SHIM",488
"STOCK, STEP KEY",488
"STONE, SHARPENING",488
"STOOL, MATERIAL HANDLING SHOP",488
"STOOL, SHOP",488
"STOOL, STEP",488
STOP,488
"STOP, DOOR",488
"STOP, WATER SUPPLY",488
STOPPER,488
"STOPPER, DRAIN",488
"STOPPER, FOOD GRADE",488
STOPWATCH,488
"STORAGE, CUTTING TOOL",488
"STORAGE, LABORATORY",488
"STORAGE, SOFT SIDED",488
"STORAGE, WIRE/ROD",488
STRAINER,488
"STRAINER, BASKET",488
"STRAINER, DRAIN",488
"STRAINER, INLINE",488
"STRAINER, PAINT",488
"STRAINER, SINK",488
"STRAINER, SUCTION",488
STRAP,488
"STRAP, CARGO",488
"STRAP, HEEL GROUNDING",488
"STRAP, LOGISTICS",488
"STRAP, PIPE",488
"STRAPPING, NON METALLIC",488
"STRAPPING, STEEL",488
"STRIKE, ELECTRIC",488
"STRIP, OUTLET",488
"STRIP, VINYL",488
"STRIP, WEAR",488
"STRIP, WEAR, FOOD GRADE",488
STRIPPER,488
"STRIPPER, FLOOR",488
"STRIPPER/CRIMPER, WIRE",488
"STROBE, HORN",488
"STROBE, VEHICLE",488
STROBOSCOPE,488
"STRUCTURAL SHAPE, ALLOY STEEL",488
"STRUCTURAL SHAPE, ALUMINUM",488
"STRUCTURAL SHAPE, CARBON STEEL",488
"STRUCTURAL SHAPE, FOAM",488
"STRUCTURAL SHAPE, STAINLESS STEEL",488
"STRUCTURAL SHAPES, BRASS",488
"STRUCTURAL SHAPES, STAINLESS STEEL",488
"STRUCTURE, TEMPORARY",488
"STUD, SPECIALTY",488
"STUD, THREADED, DOUBLE END",488
STYLUS,488
SUBASSEMBLY,488
"SUPPLIES, DC POWER",488
"SUPPLIES, ELECTROMAGNETIC LOCK",488
"SUPPLIES, SECURITY IDENTIFICATION",488
"SUPPORT, BACK",488
"SUPPORT, ELBOW",488
"SUPPORT, WRIST",488
SUPPRESSOR,488
"SUSPENSION, HARD HAT",488
"SUSPENSION, HART HAT",488
"SWAB, LABORATORY",488
"SWEEP, DOOR",488
"SWITCH, AUTOMATIC GENERATOR TRANSFER",488
"SWITCH, AUXILIARY",488
"SWITCH, BREAKER CONTROL",488
"SWITCH, CABLE PULL",488
"SWITCH, CURRENT SENSING",488
